stim_amp stim_dur min_dist x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4 spike 
-492975.575 1.386 278.902 50.248 203.451 -184.036 -99.676 741.040 316.983 -249.600 1278.629 818.002 -399.524 1816.219 1319.022 -546.449 2343.056 1810.021 1 
-5117746.901 1.575 2403.219 -593.329 361.164 -2451.616 -810.432 -325.151 -2241.051 -1027.535 -1011.466 -2030.485 -1244.639 -1697.781 -1819.920 -1457.400 -2370.370 -1613.566 0 
-873200.420 1.987 2647.003 -1598.590 874.053 2149.585 -982.930 533.163 2408.926 -367.271 192.274 2668.267 248.388 -148.616 2927.608 851.735 -482.688 3181.762 0 
-157376.903 0.919 3077.494 -2405.367 -546.820 1840.154 -2353.434 -726.080 2566.562 -2301.502 -905.340 3292.971 -2249.570 -1084.600 4019.379 -2198.676 -1260.275 4731.259 0 
-7626159.856 1.784 469.731 468.790 -4.087 -29.422 1201.932 -150.724 -88.593 1935.073 -297.361 -147.764 2668.215 -443.998 -206.935 3386.693 -587.703 -264.923 1 
-19975.162 1.492 40.113 17.456 12.675 -33.818 471.239 -79.367 -623.826 925.022 -171.409 -1213.834 1378.805 -263.452 -1803.842 1823.513 -353.653 -2382.049 1 
-370770.151 1.302 1114.844 -2740.707 -11.598 10.030 -2057.274 226.152 -187.189 -1373.842 463.902 -384.408 -690.410 701.651 -581.628 -20.647 934.646 -774.903 0 
-253865.946 1.517 12.942 -3.352 12.122 -23.208 -97.298 -546.380 468.472 -191.244 -1104.882 960.153 -285.191 -1663.384 1451.833 -377.258 -2210.716 1933.680 1 
-41818.241 1.930 1407.352 14.098 -2143.740 -187.761 -479.317 -1584.113 -111.213 -972.732 -1024.486 -34.666 -1466.147 -464.859 41.882 -1949.694 83.575 116.899 0 
-127030.234 1.551 745.598 5.063 -53.169 -930.528 -306.283 -541.066 -453.537 -617.628 -1028.963 23.454 -928.974 -1516.860 500.445 -1234.093 -1994.999 967.897 0 
-364931.551 1.722 197.959 -127.936 -113.151 100.085 -612.887 449.214 205.286 -1097.838 1011.580 310.488 -1582.790 1573.945 415.689 -2058.042 2125.063 518.787 1 
-986408.475 0.978 94.501 -40.997 87.316 -52.609 -391.427 -199.620 545.192 -741.858 -486.555 1142.994 -1092.288 -773.490 1740.796 -1435.710 -1054.687 2326.641 1 
-2376176.846 0.907 1367.812 -3.200 37.023 -1367.307 -1.148 -570.347 -1807.305 0.903 -1177.717 -2247.303 2.955 -1785.086 -2687.300 4.965 -2380.309 -3118.498 1 
-69421.418 1.031 331.863 329.276 40.621 -7.761 553.890 744.720 -135.407 778.504 1448.818 -263.052 1003.118 2152.917 -390.697 1223.240 2842.934 -515.790 0 
-14172.935 1.217 53.273 44.877 -19.038 -21.485 157.255 657.150 -325.854 269.633 1333.338 -630.224 382.011 2009.526 -934.594 492.142 2672.190 -1232.876 1 
-71172.628 1.895 1335.844 -27.652 -1335.472 15.144 -672.107 -1708.119 106.307 -1316.563 -2080.767 197.469 -1961.019 -2453.414 288.632 -2592.586 -2818.608 377.971 0 
-6854000.855 1.012 626.458 -615.007 -116.673 -24.564 -950.554 -673.337 -398.775 -1286.100 -1230.001 -772.986 -1621.647 -1786.665 -1147.197 -1950.483 -2332.195 -1513.924 1 
-482233.265 0.634 1685.812 -63.516 -272.508 -1976.660 327.903 -722.097 -1521.510 719.322 -1171.685 -1066.360 1110.741 -1621.273 -611.210 1494.331 -2061.870 -165.163 0 
-2323836.327 0.681 408.176 29.408 425.664 -70.699 -586.150 283.076 333.352 -1201.707 140.488 737.404 -1817.265 -2.100 1141.455 -2420.512 -141.836 1537.425 1 
-276431.910 0.906 741.977 -934.533 -99.016 5.138 -452.946 -246.495 560.857 28.641 -393.974 1116.576 510.229 -541.454 1672.295 982.184 -685.983 2216.899 0 
-1857244.222 0.861 2007.090 1910.925 613.731 10.482 2295.540 164.660 -450.936 2680.155 -284.410 -912.355 3064.770 -733.481 -1373.774 3441.692 -1173.570 -1825.964 0 
-226053.273 1.016 1593.313 -8.870 1584.017 171.634 610.316 1737.537 566.019 1229.503 1891.057 960.404 1848.689 2044.577 1354.789 2455.492 2195.027 1741.287 0 
-40061.924 1.870 16.449 -22.844 13.260 -110.456 174.243 11.074 613.183 371.329 8.888 1336.821 568.416 6.702 2060.459 761.561 4.559 2769.624 1 
-286516.259 0.644 140.573 115.346 3.979 -167.161 225.820 93.145 569.280 336.294 182.311 1305.721 446.768 271.477 2042.161 555.032 358.860 2763.873 1 
-428015.310 1.145 607.059 39.780 575.769 -188.224 -691.887 721.300 -110.866 -1423.554 866.830 -33.509 -2155.221 1012.361 43.849 -2872.254 1154.982 119.660 1 
-4568048.327 1.101 120.591 2813.079 -23.073 -1228.576 2128.793 2.807 -922.661 1444.508 28.686 -616.747 760.222 54.565 -310.833 89.623 79.927 -11.037 1 
-145367.244 1.905 805.174 907.339 -275.545 557.301 709.117 -344.948 -162.693 510.894 -414.351 -882.687 312.672 -483.754 -1602.680 118.414 -551.769 -2308.274 0 
-236314.677 1.461 289.313 239.193 -101.487 149.499 -111.644 -715.543 -100.199 -462.482 -1329.598 -349.897 -813.319 -1943.653 -599.595 -1157.140 -2545.427 -844.299 1 
-1264301.392 1.522 124.056 -104.033 95.053 -59.224 229.830 171.508 608.002 563.693 247.964 1275.227 897.556 324.419 1942.453 1224.741 399.346 2596.334 1 
-11790.668 1.914 61.107 -46.037 41.517 -17.148 77.828 105.029 719.821 201.694 168.541 1456.790 325.559 232.054 2193.759 446.947 294.295 2915.989 1 
-801740.659 1.158 76.018 6.352 12.991 -207.401 -14.634 243.009 506.147 -35.620 473.027 1219.696 -56.606 703.045 1933.244 -77.172 928.462 2632.522 1 
-911115.936 0.875 670.458 111.332 -343.770 -680.922 -369.922 -642.865 -189.560 -851.177 -941.959 301.803 -1332.431 -1241.054 793.165 -1804.060 -1534.167 1274.700 1 
-39648.023 1.244 606.403 -497.225 341.860 -60.199 -356.713 860.162 -583.763 -216.201 1378.465 -1107.327 -75.689 1896.767 -1630.892 62.012 2404.703 -2143.984 0 
-1061851.673 1.409 2401.605 46.734 2398.760 107.116 -325.616 2605.208 -510.326 -697.966 2811.656 -1127.768 -1070.316 3018.104 -1745.211 -1435.218 3220.423 -2350.304 0 
-9603797.586 1.208 2329.931 -1255.869 -5.003 -2259.208 -514.101 97.945 -2300.216 227.667 200.894 -2341.224 969.435 303.842 -2382.233 1696.368 404.732 -2422.421 0 
-823558.478 1.589 10.211 -9.968 -6.147 3.127 258.120 337.050 -607.483 526.209 680.248 -1218.092 794.297 1023.445 -1828.702 1057.024 1359.778 -2427.100 1 
-208144.375 0.535 2195.455 -2195.446 4.672 -4.298 -2780.471 380.158 -285.822 -3365.495 755.644 -567.347 -3950.520 1131.130 -848.871 -4523.845 1499.107 -1124.766 0 
-15427.707 0.582 506.764 -508.461 4.833 4.216 -454.143 -182.978 -719.854 -399.826 -370.790 -1443.923 -345.508 -558.601 -2167.992 -292.277 -742.656 -2877.580 0 
-197366.507 0.969 329.303 -171.349 -267.405 87.034 314.982 -391.338 644.370 801.312 -515.270 1201.705 1287.643 -639.203 1759.041 1764.247 -760.657 2305.231 1 
-24186.193 0.719 2715.911 -916.367 -2556.606 14.410 -563.024 -3085.082 412.356 -209.681 -3613.559 810.303 143.663 -4142.035 1208.249 489.940 -4659.942 1598.236 0 
-136311.055 0.522 72.822 69.417 -17.173 -13.762 489.029 -550.471 -333.166 908.641 -1083.770 -652.570 1328.252 -1617.068 -971.974 1739.472 -2139.700 -1284.990 1 
-820231.000 0.525 495.040 -6.212 6.000 -581.611 244.311 590.738 -184.345 494.834 1175.476 212.920 745.357 1760.213 610.186 990.870 2333.256 999.506 1 
-8510974.117 1.024 2412.074 -58.806 -5.579 2411.351 -111.680 -664.735 2765.213 -164.553 -1323.890 3119.076 -217.427 -1983.046 3472.938 -269.242 -2629.018 3819.723 1 
-43917.641 1.036 1552.022 4.219 -2001.016 -5.945 -564.836 -1528.436 -129.816 -1133.892 -1055.856 -253.687 -1702.947 -583.275 -377.558 -2260.621 -120.147 -498.952 0 
-146132.512 0.859 409.312 -6.968 -273.594 304.358 205.863 -446.162 1002.515 418.693 -618.729 1700.673 631.523 -791.296 2398.830 840.097 -960.411 3083.025 1 
-30494.705 0.714 995.546 -1634.868 1147.067 -129.611 -1203.440 596.264 -399.769 -772.011 45.460 -669.927 -340.582 -505.343 -940.085 82.218 -1045.130 -1204.839 0 
-5781077.741 1.639 1197.213 -1602.527 -15.969 -11.349 -1097.266 -390.145 -420.254 -592.005 -764.321 -829.160 -86.744 -1138.497 -1238.065 408.412 -1505.189 -1638.792 1 
-11847.944 1.975 5.514 -13.651 -6.928 13.637 474.453 245.570 -496.755 962.558 498.068 -1007.146 1450.662 750.566 -1517.537 1929.004 998.014 -2017.720 1 
-692244.346 1.320 146.165 3.833 249.815 12.042 -427.767 -357.473 98.198 -859.367 -964.761 184.354 -1290.967 -1572.049 270.510 -1713.935 -2167.192 354.943 1 
-2467180.001 1.671 2239.590 2376.466 33.335 1196.797 2285.338 -178.223 483.047 2194.210 -389.782 -230.702 2103.081 -601.340 -944.452 2013.775 -808.668 -1643.927 0 
-86254.683 1.565 21.315 -6.336 -3.323 20.078 647.751 -358.481 112.447 1301.839 -713.639 204.815 1955.927 -1068.797 297.184 2596.933 -1416.852 387.705 1 
-30241.239 1.337 145.895 4.118 163.722 -58.808 193.991 -24.408 641.945 383.865 -212.537 1342.698 573.739 -400.667 2043.452 759.815 -585.034 2730.190 1 
-2371818.380 1.755 170.245 -117.358 -25.978 126.514 -435.671 -356.331 -466.819 -753.984 -686.684 -1060.152 -1072.296 -1017.037 -1653.485 -1384.243 -1340.783 -2234.951 1 
-717564.608 1.636 548.437 -617.198 12.313 -220.250 -22.639 148.769 -656.576 571.919 285.225 -1092.901 1166.478 421.681 -1529.227 1749.145 555.407 -1956.826 1 
-74727.105 1.877 51.334 12.951 93.076 -7.103 -476.035 -471.215 63.384 -965.022 -1035.505 133.871 -1454.008 -1599.796 204.358 -1933.215 -2152.801 273.435 1 
-1228655.302 1.750 1409.107 -3.719 -152.629 2467.662 -83.484 -533.541 1826.535 -163.248 -914.453 1185.409 -243.013 -1295.365 544.282 -321.182 -1668.659 -84.023 0 
-1289619.317 0.695 213.292 -3.104 7.720 217.066 396.358 622.280 58.175 795.820 1236.840 -100.717 1195.282 1851.399 -259.608 1586.755 2453.668 -415.321 1 
-7383291.406 0.530 1538.355 -40.016 724.601 1356.425 483.590 1260.955 1382.141 1007.197 1797.308 1407.856 1530.803 2333.662 1433.572 2043.937 2859.288 1458.773 1 
-11595.126 0.573 59.783 3.313 3.425 64.041 675.343 87.249 -258.216 1347.373 171.072 -580.473 2019.403 254.896 -902.730 2677.992 337.043 -1218.542 1 
-56283.461 1.590 2441.138 -311.318 -13.108 2421.170 -24.472 600.312 2743.558 262.374 1213.733 3065.946 549.220 1827.154 3388.335 830.329 2428.307 3704.275 0 
-41766.060 0.990 46.808 4.553 -6.702 46.102 207.498 -715.886 -89.439 410.443 -1425.070 -224.980 613.388 -2134.254 -360.521 812.274 -2829.254 -493.351 1 
-89337.805 1.797 249.768 -127.306 -240.929 -12.385 -116.697 59.803 674.599 -106.088 360.535 1361.584 -95.479 661.266 2048.568 -85.082 955.983 2721.813 1 
-3197216.972 0.542 1200.183 426.133 -1121.571 30.449 710.541 -1318.069 696.032 994.948 -1514.566 1361.615 1279.356 -1711.064 2027.198 1558.075 -1903.631 2679.470 1 
-10917.136 1.395 457.069 10.240 40.679 -455.140 301.332 -562.182 -793.259 592.424 -1165.043 -1131.378 883.516 -1767.903 -1469.497 1168.786 -2358.707 -1800.854 0 
-63319.092 1.515 176.972 -16.027 408.714 796.944 -11.516 -58.342 210.140 -7.005 -525.397 -376.664 -2.494 -992.453 -963.467 1.926 -1450.167 -1538.535 1 
-5543869.170 1.917 233.290 -5.682 -390.854 38.587 372.467 228.686 227.460 750.616 848.226 416.332 1128.766 1467.767 605.205 1499.352 2074.916 790.300 1 
-513408.089 1.814 652.357 -1048.486 -39.289 -6.581 -449.044 -285.514 -384.129 150.398 -531.739 -761.677 749.840 -777.964 -1139.224 1337.293 -1019.264 -1509.221 1 
-81667.203 0.767 161.700 -5.699 8.438 -211.541 -65.215 556.587 296.879 -124.730 1104.735 805.299 -184.246 1652.884 1313.719 -242.572 2190.069 1811.971 1 
-92671.608 0.696 17.590 -3.772 -14.348 -23.479 -347.180 363.472 525.905 -690.587 741.292 1075.289 -1033.995 1119.112 1624.674 -1370.534 1489.376 2163.070 1 
-545910.701 1.710 552.300 -551.846 12.627 -18.490 -1231.842 -103.507 -312.800 -1911.838 -219.640 -607.111 -2591.834 -335.774 -901.421 -3258.229 -449.585 -1189.845 1 
-65881.680 1.072 333.473 331.172 -9.403 -37.954 919.371 377.703 -296.161 1507.570 764.810 -554.367 2095.769 1151.917 -812.573 2672.204 1531.281 -1065.615 0 
-580166.514 1.723 509.673 286.069 493.086 12.460 -462.416 538.811 -0.919 -1210.901 584.536 -14.299 -1959.386 630.262 -27.678 -2692.902 675.073 -40.789 1 
-4069194.292 1.943 2310.189 225.990 -2293.652 -158.315 338.338 -2607.410 513.574 450.685 -2921.169 1185.462 563.033 -3234.927 1857.350 673.134 -3542.410 2515.801 1 
-132528.344 0.875 2369.301 -8.977 326.507 -2381.410 115.789 -412.592 -2355.592 240.555 -1151.690 -2329.774 365.321 -1890.789 -2303.957 487.592 -2615.106 -2278.655 0 
-157536.868 1.344 122.495 -385.969 -13.606 110.556 336.387 -191.099 14.652 1058.744 -368.593 -81.252 1781.100 -546.086 -177.155 2489.009 -720.030 -271.141 1 
-102845.446 1.080 1245.688 20.433 -2130.538 13.080 397.802 -1519.742 -203.764 775.171 -908.946 -420.608 1152.540 -298.151 -637.451 1522.361 300.429 -849.958 0 
-140074.108 1.863 556.218 9.615 -656.977 -117.449 577.689 -284.174 200.056 1145.764 88.629 517.561 1713.838 461.431 835.066 2270.551 826.778 1146.221 0 
-17082.666 1.969 493.905 4.093 441.069 -270.296 508.767 511.869 279.969 1013.442 582.669 830.233 1518.116 653.469 1380.497 2012.698 722.853 1919.757 0 
-444536.150 1.738 199.771 -6.460 -195.427 201.603 531.296 227.734 -105.404 1069.052 650.895 -412.411 1606.808 1074.056 -719.418 2133.809 1488.754 -1020.285 1 
-70012.691 0.594 543.545 7.036 -590.445 -150.141 -223.045 -419.710 542.976 -453.127 -248.975 1236.094 -683.209 -78.239 1929.211 -908.689 89.081 2608.466 0 
-6102886.738 0.861 413.103 15.242 110.801 479.686 498.362 -361.460 154.010 981.481 -833.722 -171.667 1464.600 -1305.983 -497.343 1938.057 -1768.799 -816.506 1 
-86734.835 1.328 1129.979 -809.285 -788.602 -4.097 -580.559 -1311.214 482.792 -351.833 -1833.827 969.680 -123.106 -2356.439 1456.569 101.045 -2868.600 1933.720 0 
-264091.592 1.292 110.642 109.215 -8.255 15.674 715.333 267.922 -329.068 1321.452 544.099 -673.809 1927.570 820.276 -1018.550 2521.566 1090.929 -1356.397 1 
-505954.454 1.285 163.825 -94.997 -214.853 104.437 -141.657 192.090 -523.831 -188.316 599.033 -1152.098 -234.975 1005.976 -1780.366 -280.701 1404.780 -2396.068 1 
-39418.066 0.514 114.091 -5.196 112.752 -16.637 -676.130 431.500 87.033 -1347.063 750.248 190.704 -2017.997 1068.996 294.374 -2675.513 1381.368 395.971 1 
-14302.162 1.905 1456.195 237.700 -1430.812 -129.534 -463.904 -1583.132 -346.446 -1165.508 -1735.451 -563.358 -1867.112 -1887.771 -780.270 -2554.683 -2037.044 -992.843 0 
-31072.903 1.443 1343.803 1343.699 15.793 -5.439 1600.498 -683.358 82.553 1857.296 -1382.509 170.545 2114.094 -2081.660 258.537 2365.756 -2766.827 344.770 0 
-6799412.220 1.861 389.552 294.628 14.453 -254.433 900.293 -295.395 61.263 1505.959 -605.242 376.959 2111.624 -915.090 692.655 2705.176 -1218.740 1002.037 1 
-1334894.476 1.569 2569.793 65.184 -1181.288 2281.259 -100.925 -627.662 2759.178 -267.033 -74.036 3237.097 -433.141 479.590 3715.016 -595.928 1022.143 4183.376 0 
-35524.376 1.299 146.320 89.584 -4.260 138.188 460.372 52.291 -511.287 831.160 108.841 -1160.762 1201.948 165.391 -1810.238 1565.321 220.811 -2446.724 1 
-642146.005 1.072 794.121 -19.711 167.319 1057.585 -399.665 479.892 491.517 -779.619 792.465 -74.551 -1159.573 1105.039 -640.619 -1531.928 1411.360 -1195.365 0 
-36021.558 0.723 1376.594 290.599 -1484.978 6.002 131.572 -1196.098 679.619 -27.455 -907.218 1353.235 -186.482 -618.339 2026.851 -342.329 -335.236 2686.995 0 
-267238.227 0.736 103.975 -3.907 143.724 147.277 106.961 -45.247 -570.008 217.830 -234.218 -1287.293 328.699 -423.189 -2004.579 437.350 -608.380 -2707.518 1 
-26487.010 0.559 504.337 -37.319 495.550 85.984 -78.774 1201.859 334.800 -120.230 1908.168 583.616 -161.685 2614.476 832.432 -202.312 3306.659 1076.271 0 
-360224.056 1.011 543.771 40.329 -260.457 -475.675 -406.635 -798.396 -204.851 -853.599 -1336.334 65.972 -1300.563 -1874.273 336.796 -1738.587 -2401.452 602.203 0 
-21000.065 1.836 2000.304 -2030.761 159.844 481.282 -1683.632 -127.455 1080.832 -1336.503 -414.753 1680.383 -989.375 -702.051 2279.934 -649.188 -983.604 2867.494 0 
-595813.343 1.165 147.681 -147.322 -7.036 -7.512 -822.798 -331.539 22.987 -1498.273 -656.042 53.486 -2173.749 -980.545 83.985 -2835.716 -1298.558 113.873 1 
-433079.878 1.625 2852.161 -298.838 39.030 2836.194 -498.809 -8.926 3557.451 -698.781 -56.882 4278.708 -898.752 -104.838 4999.965 -1094.724 -151.835 5706.797 0 
-47203.775 0.888 438.919 -8.189 438.033 -26.647 86.615 976.370 486.877 181.420 1514.706 1000.400 276.224 2053.042 1513.923 369.133 2580.612 2017.176 0 
-160733.025 0.606 79.994 -74.536 3.901 -28.778 -795.600 190.970 58.237 -1516.664 378.038 145.252 -2237.728 565.107 232.267 -2944.371 748.435 317.541 1 
-2941783.244 1.097 397.080 394.069 -3.860 48.658 550.629 -557.454 -432.510 707.190 -1111.048 -913.678 863.750 -1664.642 -1394.846 1017.179 -2207.164 -1866.390 1 
-4551447.524 1.008 142.334 -51.700 129.829 27.032 219.243 780.868 282.450 490.186 1431.907 537.868 761.129 2082.945 793.286 1026.653 2720.964 1043.595 1 
-4513974.078 1.966 1508.061 1506.831 59.115 14.588 1993.439 -449.867 272.756 2480.047 -958.848 530.923 2966.656 -1467.830 789.091 3443.531 -1966.631 1042.095 1 
-80369.060 0.851 47.551 52.484 23.158 -7.684 -444.746 -104.846 -554.381 -941.975 -232.850 -1101.079 -1439.204 -360.854 -1647.776 -1926.489 -486.297 -2183.539 1 
-8189178.696 0.892 360.830 -412.506 -3.138 79.109 -66.838 627.941 -132.438 278.829 1259.021 -343.986 624.497 1890.100 -555.533 963.252 2508.558 -762.850 1 
-5788140.861 1.402 479.365 7.232 -399.951 264.154 674.061 -616.969 530.126 1340.891 -833.987 796.099 2007.721 -1051.005 1062.071 2661.214 -1263.683 1322.724 1 
-689420.033 1.434 331.296 127.102 77.230 351.755 -194.657 618.266 -55.985 -516.416 1159.301 -463.725 -838.175 1700.336 -871.466 -1153.498 2230.551 -1271.051 1 
-1142517.054 0.930 244.236 145.560 -190.160 47.987 228.657 -66.912 783.110 311.755 56.336 1518.232 394.852 179.584 2253.354 476.287 300.367 2973.774 1 
-3292568.114 1.613 983.749 983.681 -4.370 10.768 1412.874 -619.197 27.525 1842.067 -1234.024 44.282 2271.260 -1848.851 61.039 2691.870 -2451.382 77.461 1 
-295462.245 0.878 37.635 34.865 -15.543 10.592 -216.232 -382.515 -593.380 -467.328 -749.488 -1197.351 -718.425 -1116.461 -1801.323 -964.500 -1476.094 -2393.215 1 
-70934.505 1.974 2078.679 -2449.725 1056.387 67.215 -2227.583 370.264 273.097 -2005.441 -315.859 478.980 -1783.299 -1001.983 684.863 -1565.600 -1674.384 886.628 0 
-174381.807 0.600 2355.465 -2347.322 39.615 191.644 -2957.104 -324.809 432.186 -3566.887 -689.232 672.729 -4176.669 -1053.656 913.271 -4774.256 -1410.791 1149.003 0 
-310977.135 0.907 963.295 387.116 -7.573 882.055 760.899 -475.953 1333.061 1134.681 -944.333 1784.068 1508.463 -1412.714 2235.074 1874.769 -1871.726 2677.061 0 
-281635.763 1.696 2018.349 -16.211 -15.896 -2341.745 617.248 127.593 -1966.725 1250.708 271.082 -1591.705 1884.167 414.570 -1216.685 2504.957 555.189 -849.165 0 
-449975.642 1.743 254.794 20.365 5.213 471.566 -68.479 398.180 -161.035 -157.323 791.147 -793.635 -246.167 1184.114 -1426.236 -333.234 1569.221 -2046.185 1 
-11901.825 1.674 201.381 -4.684 -42.665 470.482 -281.696 -127.333 -221.324 -558.708 -212.001 -913.130 -835.720 -296.669 -1604.936 -1107.192 -379.643 -2282.906 0 
-452304.486 0.723 660.154 -13.718 161.848 852.881 562.163 119.506 374.270 1138.044 77.163 -104.341 1713.925 34.820 -582.951 2278.288 -6.675 -1051.990 0 
-294749.386 1.625 1564.148 317.003 1559.774 -33.244 543.390 1385.952 660.323 769.777 1212.131 1353.889 996.164 1038.309 2047.456 1218.024 867.964 2727.152 0 
-2491165.557 1.754 995.606 994.495 5.468 46.709 1470.908 409.355 -368.509 1947.321 813.241 -783.727 2423.735 1217.127 -1198.945 2890.620 1612.936 -1605.859 1 
-1087583.651 0.690 48.874 4.774 3.406 -48.521 -705.846 223.253 -144.364 -1416.467 443.100 -240.207 -2127.087 662.947 -336.051 -2823.495 878.397 -429.977 1 
-1661668.484 1.380 182.213 5.372 -6.849 -182.077 722.493 -217.078 -118.505 1439.614 -427.308 -54.934 2156.734 -637.538 8.638 2859.513 -843.563 70.938 1 
-1309746.983 1.366 51.231 34.724 -16.843 33.692 12.347 595.402 466.307 -10.031 1207.647 898.921 -32.408 1819.892 1331.536 -54.337 2419.892 1755.498 1 
-43213.438 1.535 275.523 -12.058 -259.726 91.158 539.150 -758.066 192.779 1090.358 -1256.406 294.400 1641.566 -1754.746 396.021 2181.750 -2243.119 495.609 0 
-10531.034 1.319 326.513 -227.108 -234.558 -3.935 -814.079 230.153 40.887 -1401.050 694.863 85.709 -1988.021 1159.574 130.530 -2563.252 1614.991 174.456 0 
-14435.395 0.889 3250.167 -1983.436 -118.099 -2661.118 -2168.205 543.654 -2360.381 -2352.974 1205.408 -2059.644 -2537.742 1867.162 -1758.907 -2718.816 2515.680 -1464.185 0 
-2002213.572 0.513 941.931 194.685 921.566 -6.890 775.022 1123.958 422.931 1355.359 1326.351 852.752 1935.697 1528.743 1282.572 2504.427 1727.088 1703.797 1 
-285443.563 1.817 20.875 193.076 6.794 38.778 -547.645 -71.282 -49.180 -1288.366 -149.357 -137.138 -2029.087 -227.433 -225.096 -2754.994 -303.946 -311.295 1 
-60302.141 0.725 522.274 9.338 -526.171 105.038 -17.922 -500.353 -644.022 -45.182 -474.536 -1393.081 -72.441 -448.718 -2142.141 -99.156 -423.417 -2876.220 0 
-149227.763 0.843 1202.399 -14.634 -5.383 1202.298 -293.782 616.006 1516.068 -572.931 1237.394 1829.839 -852.079 1858.783 2143.610 -1125.644 2467.744 2451.106 0 
-40253.884 1.888 322.671 165.822 -28.857 323.236 -498.508 318.575 301.879 -1162.838 666.008 280.521 -1827.169 1013.440 259.164 -2478.212 1353.924 238.233 0 
-757543.517 0.794 108.211 6.121 -5.091 107.918 484.720 558.928 231.716 963.319 1122.946 355.513 1441.918 1686.965 479.311 1910.946 2239.703 600.632 1 
-7726546.651 1.456 598.615 -778.604 72.891 -25.791 -250.180 378.588 -461.472 278.243 684.285 -897.153 806.667 989.982 -1332.834 1324.521 1289.565 -1759.802 1 
-491998.927 1.262 2174.301 124.524 -2396.075 -376.462 -539.808 -2126.507 -156.243 -1204.140 -1856.939 63.976 -1868.471 -1587.370 284.195 -2519.516 -1323.193 500.009 0 
-241067.751 1.765 178.812 -177.561 -7.522 -19.724 -196.056 209.595 -737.372 -214.550 426.711 -1455.020 -233.045 643.827 -2172.667 -251.170 856.601 -2875.962 1 
-5096053.927 1.917 384.476 -5.526 -17.116 384.055 399.214 -390.951 892.910 803.953 -764.785 1401.765 1208.693 -1138.620 1910.620 1605.338 -1504.978 2409.299 1 
-74905.316 1.956 1225.030 -1069.678 -38.769 -665.777 -652.186 465.862 -1031.219 -234.693 970.494 -1396.661 182.799 1475.125 -1762.102 591.942 1969.663 -2120.235 0 
-1785952.549 0.788 2230.802 -60.059 -436.310 2220.592 429.199 132.108 2215.336 918.456 700.527 2210.080 1407.714 1268.945 2204.824 1887.186 1825.995 2199.674 0 
-352440.922 1.472 2076.810 -1878.265 4.346 886.139 -2306.774 542.280 1185.316 -2735.283 1080.215 1484.492 -3163.792 1618.149 1783.668 -3583.731 2145.325 2076.860 0 
-168233.358 1.515 103.119 84.262 -28.553 52.136 469.255 576.605 -167.099 854.248 1181.763 -386.333 1239.242 1786.921 -605.567 1616.535 2379.976 -820.417 1 
-108605.482 1.086 1088.984 18.897 -1095.733 15.710 719.425 -995.249 264.031 1419.954 -894.765 512.352 2120.482 -794.281 760.673 2806.999 -695.807 1004.027 0 
-2630569.885 1.233 179.087 3.676 142.999 -107.750 131.415 321.775 -824.843 259.153 500.550 -1541.936 386.892 679.326 -2259.028 512.075 854.526 -2961.779 1 
-402256.689 1.428 60.144 -15.501 -55.944 -15.725 136.838 0.055 -747.952 289.177 56.055 -1480.179 441.517 112.055 -2212.407 590.809 166.934 -2929.989 1 
-226301.453 1.917 117.834 -17.295 -4.998 -116.450 -704.429 -285.289 -225.002 -1391.563 -565.580 -333.554 -2078.697 -845.871 -442.106 -2752.089 -1120.556 -548.487 1 
-12193.893 1.876 1196.502 -1160.572 231.851 -175.879 -1843.013 463.412 31.856 -2525.454 694.973 239.590 -3207.895 926.535 447.325 -3876.687 1153.465 650.905 0 
-31783.039 1.442 1032.503 7.779 -1032.463 12.863 622.438 -1013.546 442.208 1237.097 -994.628 871.552 1851.755 -975.711 1300.897 2454.121 -957.172 1721.655 0 
-21027.189 1.813 325.280 -340.061 -8.917 -78.846 -215.851 -244.824 622.167 -91.641 -480.731 1323.181 32.569 -716.638 2024.194 154.295 -947.827 2711.187 0 
-470065.091 1.031 1388.045 81.030 80.922 -1383.313 -610.545 -134.080 -1578.240 -1302.121 -349.083 -1773.168 -1993.697 -564.085 -1968.096 -2671.442 -774.787 -2159.126 0 
-96572.967 0.670 415.303 25.578 -396.446 121.049 498.526 -621.340 657.931 971.474 -846.234 1194.813 1444.423 -1071.128 1731.696 1907.912 -1291.524 2257.840 0 
-196360.792 1.620 233.120 -8.734 366.959 76.573 37.318 -112.343 -498.448 83.370 -591.644 -1073.469 129.421 -1070.946 -1648.490 174.552 -1540.662 -2212.010 1 
-6748522.957 1.182 86.786 3.343 19.918 96.445 -642.272 -229.013 -192.890 -1287.887 -477.944 -482.225 -1933.502 -726.874 -771.560 -2566.205 -970.826 -1055.108 1 
-304974.837 1.844 636.036 -592.642 -229.554 24.948 -610.366 -543.716 -655.851 -628.089 -857.878 -1336.651 -645.813 -1172.040 -2017.451 -663.182 -1479.919 -2684.634 1 
-16437.592 0.549 1136.218 -3.171 99.210 -1131.874 -273.279 635.639 -1581.079 -543.386 1172.069 -2030.284 -813.493 1708.499 -2479.489 -1078.198 2234.200 -2919.710 0 
-170359.793 0.509 1732.951 252.978 -7.377 -1728.852 -421.708 320.173 -1732.101 -1096.393 647.723 -1735.351 -1771.079 975.272 -1738.601 -2432.271 1296.271 -1741.785 0 
