stim_amp stim_dur min_dist x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4 x5 y5 z5 x6 y6 z6 x7 y7 z7 x8 y8 z8 x9 y9 z9 spike 
-34589.659 0.666 3137.931 -5.694 2269.651 2166.855 -287.267 2272.454 2338.927 -568.841 2275.257 2510.999 -850.414 2278.061 2683.070 -1131.987 2280.864 2855.142 -1413.560 2283.667 3027.213 -1695.134 2286.470 3199.285 -1976.707 2289.273 3371.357 -2258.280 2292.076 3543.428 -2552.652 2295.007 3723.321 0 
-915579.995 0.967 605.485 36.531 -718.076 6.044 5.378 -539.120 281.551 -25.774 -360.163 557.058 -56.926 -181.206 832.565 -88.079 -2.250 1108.072 -119.231 176.707 1383.578 -150.383 355.664 1659.085 -181.536 534.621 1934.592 -212.688 713.577 2210.099 -245.256 900.668 2498.129 1 
-3159058.552 1.729 803.525 -36.908 -671.091 -440.373 212.616 -877.753 -503.047 462.141 -1084.416 -565.721 711.665 -1291.079 -628.395 961.189 -1497.742 -691.069 1210.714 -1704.404 -753.743 1460.238 -1911.067 -816.417 1709.763 -2117.730 -879.090 1959.287 -2324.393 -941.764 2220.154 -2540.449 -1007.287 1 
-287810.331 1.323 2565.193 -2660.295 6.903 4.079 -2571.887 292.444 143.902 -2483.480 577.986 283.725 -2395.072 863.527 423.547 -2306.665 1149.068 563.370 -2218.257 1434.609 703.193 -2129.850 1720.150 843.015 -2041.443 2005.691 982.838 -1953.035 2291.232 1122.660 -1860.609 2589.753 1268.839 0 
-10854.426 0.877 831.212 -1235.066 47.258 36.557 -1000.485 -180.658 -7.331 -765.905 -408.574 -51.219 -531.324 -636.490 -95.107 -296.744 -864.406 -138.995 -62.163 -1092.323 -182.883 172.418 -1320.239 -226.771 406.998 -1548.155 -270.659 641.579 -1776.071 -314.547 886.822 -2014.347 -360.430 0 
-543694.616 1.041 294.268 -79.944 -11.268 282.976 -318.195 210.587 336.986 -556.445 432.442 390.995 -794.695 654.297 445.004 -1032.946 876.153 499.014 -1271.196 1098.008 553.023 -1509.447 1319.863 607.032 -1747.697 1541.718 661.042 -1985.947 1763.573 715.051 -2235.027 1995.513 771.515 1 
-233228.815 0.844 302.808 -7.234 189.941 235.718 -285.403 83.323 377.685 -563.573 -23.296 519.651 -841.742 -129.914 661.617 -1119.911 -236.532 803.584 -1398.080 -343.150 945.550 -1676.250 -449.768 1087.516 -1954.419 -556.386 1229.483 -2232.588 -663.004 1371.449 -2523.401 -774.469 1519.869 1 
-653973.909 1.638 56.054 -25.776 -12.629 48.147 34.811 160.370 322.556 95.398 333.369 596.965 155.985 506.368 871.375 216.573 679.367 1145.784 277.160 852.366 1420.194 337.747 1025.365 1694.603 398.334 1198.364 1969.013 458.921 1371.363 2243.422 522.263 1552.225 2530.305 1 
-424910.572 1.880 1565.781 41.540 1541.580 271.059 87.959 1865.501 228.388 134.378 2189.421 185.717 180.797 2513.342 143.046 227.215 2837.262 100.374 273.634 3161.183 57.703 320.053 3485.103 15.032 366.472 3809.024 -27.639 412.891 4132.944 -70.310 461.420 4471.588 -114.921 0 
-830778.264 1.760 274.825 284.726 -68.751 -85.461 192.178 -182.945 209.996 99.631 -297.138 505.453 7.083 -411.331 800.910 -85.465 -525.525 1096.367 -178.013 -639.718 1391.824 -270.560 -753.912 1687.281 -363.108 -868.105 1982.738 -455.656 -982.298 2278.195 -552.410 -1101.682 2587.081 1 
-100672.092 1.725 25.695 -6.020 44.692 9.061 -50.081 -266.919 108.343 -94.142 -578.531 207.625 -138.202 -890.142 306.907 -182.263 -1201.754 406.189 -226.324 -1513.365 505.472 -270.384 -1824.976 604.754 -314.445 -2136.588 704.036 -358.506 -2448.199 803.318 -404.569 -2773.975 907.113 1 
-406633.005 0.964 540.489 226.615 17.314 490.382 449.519 258.071 455.027 672.424 498.827 419.672 895.329 739.583 384.317 1118.233 980.339 348.963 1341.138 1221.095 313.608 1564.043 1461.851 278.253 1786.947 1702.608 242.898 2009.852 1943.364 207.544 2242.889 2195.063 170.582 1 
-465181.179 1.136 3805.323 2734.135 -256.431 2634.242 2745.930 -216.412 2961.594 2757.724 -176.392 3288.946 2769.519 -136.373 3616.298 2781.313 -96.353 3943.650 2793.108 -56.334 4271.002 2804.902 -16.314 4598.354 2816.697 23.706 4925.706 2828.492 63.725 5253.058 2840.822 105.564 5595.290 0 
-6624364.811 1.349 744.499 -85.481 743.575 223.656 -315.325 680.840 -4.677 -545.168 618.105 -233.011 -775.012 555.370 -461.345 -1004.855 492.635 -689.679 -1234.699 429.901 -918.012 -1464.542 367.166 -1146.346 -1694.386 304.431 -1374.680 -1924.229 241.696 -1603.013 -2164.520 176.109 -1841.726 1 
-1474227.252 1.383 2524.229 2467.789 -3.647 -530.791 2795.033 -45.760 -524.618 3122.276 -87.872 -518.444 3449.520 -129.985 -512.271 3776.764 -172.098 -506.097 4104.007 -214.210 -499.924 4431.251 -256.323 -493.751 4758.495 -298.435 -487.577 5085.738 -340.548 -481.404 5427.857 -384.575 -474.950 0 
-756504.330 1.535 507.535 4.069 -562.978 259.652 -200.101 -466.754 18.913 -404.271 -370.530 -221.826 -608.442 -274.307 -462.566 -812.612 -178.083 -703.305 -1016.783 -81.859 -944.044 -1220.953 14.364 -1184.784 -1425.124 110.588 -1425.523 -1629.294 206.811 -1666.262 -1842.745 307.409 -1917.944 1 
-2477998.324 0.983 2084.474 69.261 -2000.700 -580.890 233.646 -2089.595 -852.873 398.031 -2178.490 -1124.857 562.416 -2267.385 -1396.841 726.801 -2356.280 -1668.825 891.186 -2445.175 -1940.809 1055.571 -2534.070 -2212.793 1219.956 -2622.966 -2484.777 1384.341 -2711.861 -2756.761 1556.198 -2804.796 -3041.108 0 
-161217.127 0.694 123.208 -225.647 -46.685 -56.720 19.529 172.817 -32.068 264.704 392.320 -7.415 509.879 611.822 17.237 755.055 831.325 41.889 1000.230 1050.827 66.542 1245.405 1270.330 91.194 1490.581 1489.832 115.846 1735.756 1709.334 140.499 1992.076 1938.814 166.272 1 
