stim_amp stim_dur min_dist x0 y0 z0 x1 y1 z1 spike 
-22501.910 0.616 469.489 76.847 310.657 343.521 2418.546 2062.485 1246.874 0 
-47613.921 1.705 322.257 -70.294 546.838 188.874 -1974.470 -1845.787 322.891 0 
-3209212.338 0.853 2513.239 -106.655 476.198 -2465.407 1066.798 -972.724 -4892.779 0 
-481675.918 1.022 113.119 -12.118 28.947 -210.955 2709.960 -414.530 1116.494 1 
-12418.179 1.611 24.047 -20.635 11.976 3.001 -2005.867 -864.101 2161.668 1 
-954300.435 1.151 695.635 6.898 559.122 -416.814 -1910.652 1677.929 -2523.892 1 
-51987.840 1.442 833.151 13.135 -182.296 812.857 2050.238 1647.249 -555.163 0 
-172665.171 1.788 761.066 583.735 487.539 27.931 -1068.764 -1285.279 -1841.525 0 
-92021.746 1.866 346.807 23.454 345.293 22.300 1073.069 3216.180 -135.243 0 
-20616.765 1.035 715.119 146.409 -124.574 688.797 2783.479 1413.188 911.629 0 
-82657.120 1.863 2021.149 -57.162 -2192.555 -5.995 1476.115 -2914.309 2542.854 0 
-3842790.653 1.038 173.705 -4.118 170.127 -34.830 679.166 2675.953 1584.571 1 
-4936626.468 1.595 574.820 999.899 -10.281 5.678 -942.544 -2107.383 -1088.661 1 
-61618.331 1.869 884.321 -8.088 -839.346 278.311 2548.512 -2444.279 -228.139 0 
-166855.656 1.300 231.908 -153.550 -6.964 -219.251 777.641 -1649.670 2189.670 1 
-286686.921 1.792 2739.499 8.447 -2680.097 -567.332 -2145.860 -1522.832 -2408.039 0 
-43950.979 0.784 194.108 289.470 -356.070 -35.807 884.084 1670.789 2179.318 0 
-1635770.090 0.513 321.950 255.980 -169.099 -97.630 1917.812 1982.360 1308.798 1 
-336139.568 1.555 314.468 -238.474 234.359 6.407 1145.593 1610.541 -2351.343 1 
-8962941.768 1.906 1264.413 -232.826 1064.105 -642.040 2788.338 1166.110 -161.761 1 
-14069.192 1.099 1890.670 1298.980 -1720.381 3.380 1482.975 680.309 1893.178 0 
-575430.344 1.707 966.789 -956.876 3.755 287.837 -3319.185 1902.060 717.295 0 
-1678231.647 0.599 57.402 -5.493 -29.089 -49.180 -1877.021 -347.865 2351.710 1 
