stim_amp stim_dur min_dist x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4 x5 y5 z5 x6 y6 z6 x7 y7 z7 x8 y8 z8 x9 y9 z9 x10 y10 z10 x11 y11 z11 x12 y12 z12 x13 y13 z13 x14 y14 z14 x15 y15 z15 x16 y16 z16 x17 y17 z17 x18 y18 z18 x19 y19 z19 x20 y20 z20 x21 y21 z21 x22 y22 z22 x23 y23 z23 x24 y24 z24 x25 y25 z25 x26 y26 z26 x27 y27 z27 x28 y28 z28 x29 y29 z29 x30 y30 z30 x31 y31 z31 x32 y32 z32 x33 y33 z33 x34 y34 z34 x35 y35 z35 x36 y36 z36 x37 y37 z37 x38 y38 z38 x39 y39 z39 x40 y40 z40 x41 y41 z41 x42 y42 z42 x43 y43 z43 x44 y44 z44 x45 y45 z45 x46 y46 z46 x47 y47 z47 x48 y48 z48 x49 y49 z49 x50 y50 z50 x51 y51 z51 x52 y52 z52 x53 y53 z53 x54 y54 z54 x55 y55 z55 x56 y56 z56 x57 y57 z57 x58 y58 z58 x59 y59 z59 x60 y60 z60 x61 y61 z61 x62 y62 z62 x63 y63 z63 x64 y64 z64 x65 y65 z65 x66 y66 z66 x67 y67 z67 x68 y68 z68 x69 y69 z69 x70 y70 z70 x71 y71 z71 x72 y72 z72 x73 y73 z73 x74 y74 z74 x75 y75 z75 x76 y76 z76 x77 y77 z77 x78 y78 z78 x79 y79 z79 x80 y80 z80 x81 y81 z81 x82 y82 z82 x83 y83 z83 x84 y84 z84 x85 y85 z85 x86 y86 z86 x87 y87 z87 x88 y88 z88 x89 y89 z89 x90 y90 z90 x91 y91 z91 x92 y92 z92 x93 y93 z93 x94 y94 z94 x95 y95 z95 x96 y96 z96 x97 y97 z97 x98 y98 z98 x99 y99 z99 spike 
-10053.154 1.434 777.557 4.140 -799.600 12.310 -95.059 -774.977 35.574 -194.425 -750.591 58.365 -293.975 -726.472 80.635 -393.725 -702.654 102.324 -493.693 -679.175 123.367 -593.899 -656.081 143.691 -694.365 -633.424 163.211 -795.111 -611.263 181.829 -896.162 -589.670 199.435 -997.563 -568.770 215.822 -1099.350 -548.699 230.782 -1201.545 -529.586 244.118 -1304.211 -511.718 255.385 -1407.359 -495.338 264.228 -1511.047 -481.063 269.716 -1615.199 -469.523 270.955 -1719.579 -462.070 266.018 -1823.288 -460.907 251.900 -1923.125 -470.407 222.943 -2007.492 -498.460 170.087 -2055.411 -547.864 93.516 -2063.178 -608.254 9.169 -2046.441 -670.811 -72.961 -2016.455 -733.231 -151.548 -1978.801 -795.229 -227.177 -1936.263 -856.908 -300.467 -1890.572 -918.438 -371.970 -1842.684 -979.970 -442.025 -1793.360 -1041.639 -510.956 -1743.086 -1103.560 -578.970 -1692.245 -1165.837 -646.235 -1641.155 -1228.567 -712.888 -1590.083 -1291.835 -779.043 -1539.265 -1355.726 -844.794 -1488.919 -1420.320 -910.221 -1439.252 -1485.696 -975.389 -1390.469 -1551.933 -1040.353 -1342.779 -1619.113 -1105.160 -1296.418 -1687.331 -1169.848 -1251.672 -1756.702 -1234.444 -1208.770 -1827.290 -1298.971 -1168.008 -1899.184 -1363.440 -1129.725 -1972.481 -1427.845 -1094.312 -2047.277 -1492.165 -1062.219 -2123.660 -1556.357 -1033.969 -2201.707 -1620.348 -1010.160 -2281.466 -1684.025 -991.474 -2362.945 -1747.222 -978.657 -2446.080 -1809.709 -972.231 -2530.647 -1871.247 -972.210 -2616.251 -1931.683 -978.453 -2702.469 -1990.918 -990.897 -2788.895 -2048.863 -1009.378 -2875.124 -2105.477 -1033.548 -2960.787 -2160.793 -1063.220 -3045.529 -2214.839 -1098.465 -3128.927 -2267.614 -1138.958 -3210.646 -2319.239 -1184.702 -3290.230 -2369.796 -1235.703 -3367.173 -2419.405 -1292.095 -3440.786 -2468.210 -1353.987 -3510.251 -2516.406 -1421.781 -3574.240 -2564.211 -1495.975 -3630.723 -2611.902 -1577.233 -3676.073 -2659.777 -1665.648 -3703.838 -2707.910 -1758.135 -3702.011 -2755.024 -1842.160 -3658.643 -2796.255 -1902.408 -3579.755 -2826.278 -1938.479 -3483.830 -2846.071 -1957.437 -3381.738 -2859.111 -1964.774 -3277.621 -2867.842 -1964.015 -3173.010 -2873.739 -1957.236 -3068.507 -2877.644 -1945.780 -2964.358 -2880.079 -1930.647 -2860.652 -2881.416 -1912.245 -2757.465 -2881.825 -1891.370 -2654.748 -2881.565 -1868.149 -2552.537 -2880.700 -1843.064 -2450.772 -2879.376 -1816.242 -2349.457 -2877.644 -1787.895 -2248.563 -2875.568 -1758.188 -2148.067 -2873.201 -1727.221 -2047.958 -2870.574 -1695.141 -1948.207 -2867.728 -1662.036 -1848.796 -2864.689 -1627.989 -1749.709 -2861.480 -1593.061 -1650.935 -2858.119 -1557.296 -1552.465 -2854.619 -1520.781 -1454.275 -2851.001 -1483.574 -1356.349 -2847.278 -1445.728 -1258.672 -2843.461 -1407.206 -1161.262 -2839.551 -1368.130 -1064.077 -2835.566 -1328.437 -967.145 -2831.504 -1288.268 -870.413 -2827.384 -1247.603 -773.889 -2823.206 -1206.444 -677.578 -2818.973 -1143.871 -533.475 -2812.535 0 
-156852.743 1.433 49.439 46.433 -9.955 -13.753 6.652 21.914 -105.348 -33.219 54.286 -196.728 -73.185 87.214 -287.866 -113.251 120.763 -378.734 -153.423 155.000 -469.297 -193.709 190.007 -559.516 -234.111 225.872 -649.343 -274.637 262.699 -738.724 -315.290 300.604 -827.595 -356.082 339.804 -915.838 -397.017 380.514 -1003.327 -438.090 422.935 -1089.932 -479.306 467.517 -1175.373 -520.644 514.608 -1259.395 -562.072 565.121 -1341.354 -603.491 619.877 -1420.528 -644.664 680.598 -1495.314 -684.980 749.706 -1562.804 -722.637 830.992 -1616.383 -751.992 927.178 -1640.572 -764.104 1027.258 -1619.659 -758.485 1114.087 -1562.644 -742.342 1186.300 -1488.727 -720.434 1248.534 -1407.374 -695.025 1304.283 -1322.358 -667.205 1355.615 -1235.317 -637.647 1403.971 -1147.144 -606.692 1450.198 -1058.307 -574.629 1495.010 -969.138 -541.614 1538.879 -879.845 -507.766 1582.189 -790.591 -473.174 1625.260 -701.506 -437.904 1668.365 -612.704 -402.011 1711.747 -524.288 -365.534 1755.625 -436.357 -328.506 1800.205 -349.012 -290.954 1845.686 -262.358 -252.899 1892.265 -176.511 -214.357 1940.158 -91.610 -175.336 1989.617 -7.834 -135.868 2040.827 74.670 -95.977 2094.020 155.699 -55.688 2149.451 235.010 -15.036 2207.396 312.311 25.932 2268.148 387.249 67.150 2332.020 459.400 108.526 2399.332 528.249 149.933 2470.401 593.184 191.196 2545.504 653.492 232.089 2624.688 708.606 272.358 2707.651 758.367 311.752 2794.012 802.766 350.002 2883.451 841.746 386.850 2975.619 875.354 422.088 3070.115 903.829 455.473 3166.644 927.288 486.637 3265.006 945.628 515.350 3364.885 959.135 541.200 3466.072 967.807 563.715 3568.349 971.663 582.220 3671.486 970.623 595.920 3775.195 964.641 603.501 3879.081 953.416 603.016 3982.446 936.533 591.159 4083.790 913.292 562.606 4179.543 882.942 509.164 4260.314 845.566 427.396 4309.083 805.861 329.602 4317.134 772.304 230.490 4295.295 747.926 135.008 4255.925 731.033 43.618 4206.038 719.651 -44.257 4149.442 712.322 -129.187 4088.192 708.137 -211.645 4023.523 706.478 -292.055 3956.294 706.860 -370.566 3886.887 709.104 -447.594 3815.895 712.786 -523.178 3743.450 717.860 -597.592 3669.889 724.059 -670.896 3595.317 731.323 -743.212 3519.882 739.535 -814.635 3443.697 748.603 -885.221 3366.836 758.476 -955.061 3289.390 769.068 -1024.208 3211.419 780.327 -1092.712 3132.974 792.208 -1160.613 3054.095 804.674 -1227.936 2974.813 817.703 -1294.737 2895.176 831.239 -1361.055 2815.218 845.247 -1426.926 2734.968 859.694 -1492.321 2654.414 874.609 -1557.323 2573.616 889.910 -1621.887 2492.550 905.644 -1686.112 2411.281 921.715 -1749.983 2329.803 938.138 -1813.499 2248.120 954.914 -1908.173 2125.256 980.678 1 
-7648498.852 1.524 121.167 -3.729 146.126 -3.706 -71.727 85.177 47.766 -140.023 24.676 99.372 -208.648 -35.326 151.121 -277.640 -94.773 203.026 -347.037 -153.597 255.097 -416.886 -211.724 307.348 -487.237 -269.066 359.791 -558.147 -325.523 412.440 -629.681 -380.979 465.307 -701.959 -435.221 518.423 -775.095 -488.027 571.806 -849.193 -539.183 625.469 -924.485 -588.212 679.447 -1001.137 -634.716 733.743 -1079.587 -677.668 788.384 -1160.170 -716.024 843.316 -1243.542 -747.517 898.383 -1330.334 -768.406 953.038 -1420.595 -771.085 1005.401 -1509.491 -740.993 1048.882 -1581.022 -670.597 1071.851 -1625.493 -576.556 1072.417 -1650.557 -475.875 1059.220 -1664.275 -374.144 1038.390 -1671.186 -272.723 1012.945 -1673.707 -171.914 984.374 -1673.409 -71.717 953.603 -1671.192 27.917 921.121 -1667.786 127.085 887.333 -1663.669 225.855 852.473 -1659.232 324.292 816.722 -1654.797 422.454 780.219 -1650.643 520.387 743.077 -1647.018 618.133 705.388 -1644.153 715.721 667.230 -1642.267 813.174 628.669 -1641.578 910.507 589.767 -1642.309 1007.725 550.581 -1644.710 1104.824 511.165 -1649.087 1201.782 471.577 -1655.663 1298.571 431.885 -1664.738 1395.143 392.159 -1676.647 1491.422 352.479 -1691.767 1587.306 312.941 -1710.521 1682.649 273.659 -1733.382 1777.253 234.778 -1760.870 1870.849 196.473 -1793.548 1963.084 158.966 -1831.992 2053.497 122.526 -1876.499 2141.630 87.436 -1926.858 2227.194 53.919 -1982.712 2309.983 22.177 -2043.783 2389.782 -7.563 -2109.710 2466.450 -35.093 -2180.001 2539.982 -60.280 -2254.308 2610.323 -82.934 -2332.458 2677.287 -102.707 -2414.005 2740.950 -119.437 -2498.705 2801.207 -132.744 -2586.296 2857.961 -142.192 -2676.519 2911.030 -147.136 -2769.030 2960.229 -146.825 -2863.449 3005.106 -139.983 -2959.101 3044.957 -124.742 -3054.570 3078.424 -97.966 -3146.412 3103.037 -54.789 -3225.404 3114.007 11.670 -3274.259 3106.431 102.207 -3283.170 3082.857 202.802 -3261.973 3051.428 300.051 -3222.715 3017.148 390.802 -3172.393 2982.011 475.676 -3114.875 2946.778 555.858 -3052.272 2911.756 632.255 -2985.871 2877.072 705.549 -2916.578 2842.767 776.311 -2844.784 2808.889 844.753 -2771.144 2775.392 911.400 -2695.786 2742.308 976.311 -2619.088 2709.586 1039.824 -2541.161 2677.231 1102.016 -2462.172 2645.223 1163.038 -2382.248 2613.545 1223.007 -2301.469 2582.190 1281.991 -2219.942 2551.134 1340.098 -2137.735 2520.365 1397.395 -2054.909 2489.872 1453.943 -1971.509 2459.645 1509.786 -1887.568 2429.681 1564.956 -1803.147 2399.958 1619.522 -1718.287 2370.465 1673.527 -1633.023 2341.189 1727.014 -1547.337 2312.148 1779.950 -1461.306 2283.305 1832.434 -1374.894 2254.687 1884.412 -1288.189 2226.246 1935.999 -1201.182 2197.993 1987.179 -1113.876 2169.929 2037.951 -982.412 2128.162 2113.418 1 
-15145.263 0.622 1581.294 -6.447 -57.204 -1580.246 -100.544 -97.118 -1603.495 -194.437 -137.544 -1626.683 -288.103 -178.535 -1649.797 -381.512 -220.155 -1672.826 -474.632 -262.471 -1695.754 -567.424 -305.563 -1718.565 -659.844 -349.519 -1741.237 -751.839 -394.440 -1763.746 -843.346 -440.440 -1786.062 -934.251 -487.732 -1808.135 -1024.432 -536.525 -1829.906 -1113.761 -587.011 -1851.316 -1201.964 -639.631 -1872.240 -1288.792 -694.713 -1892.561 -1373.611 -753.135 -1911.996 -1455.707 -815.667 -1930.228 -1533.487 -883.918 -1946.570 -1604.049 -960.086 -1959.826 -1660.738 -1047.406 -1967.422 -1687.822 -1147.170 -1963.908 -1668.965 -1246.608 -1945.029 -1612.898 -1329.019 -1915.255 -1539.171 -1394.776 -1880.914 -1457.563 -1449.482 -1844.599 -1372.016 -1497.049 -1807.176 -1284.253 -1539.730 -1768.952 -1195.223 -1579.076 -1730.068 -1105.423 -1615.984 -1690.560 -1015.210 -1651.213 -1650.461 -924.809 -1685.253 -1609.761 -834.391 -1718.501 -1568.445 -744.098 -1751.283 -1526.490 -654.050 -1783.879 -1483.868 -564.356 -1816.530 -1440.548 -475.120 -1849.456 -1396.496 -386.448 -1882.858 -1351.672 -298.448 -1916.931 -1306.035 -211.241 -1951.865 -1259.538 -124.969 -1987.865 -1212.120 -39.814 -2025.168 -1163.702 44.073 -2063.956 -1114.249 126.484 -2104.450 -1063.700 207.172 -2146.892 -1011.988 285.840 -2191.547 -959.045 362.129 -2238.697 -904.806 435.607 -2288.646 -849.216 505.751 -2341.712 -792.235 571.939 -2398.217 -733.855 633.447 -2458.457 -674.120 689.692 -2522.530 -613.202 740.507 -2590.223 -551.430 785.876 -2661.255 -489.159 825.729 -2735.402 -426.742 860.104 -2812.415 -364.536 889.232 -2891.986 -302.876 913.221 -2973.914 -242.089 931.953 -3058.122 -182.584 945.700 -3144.389 -124.691 954.444 -3232.647 -68.867 958.179 -3322.835 -15.627 956.789 -3414.946 34.319 950.189 -3508.950 80.130 938.011 -3604.876 120.450 919.740 -3702.656 153.234 894.512 -3801.878 174.912 861.328 -3900.793 179.351 819.940 -3993.047 155.833 775.072 -4063.698 95.531 735.994 -4100.882 6.961 706.406 -4110.376 -92.683 684.730 -4102.319 -194.748 668.926 -4083.165 -296.502 657.455 -4056.665 -397.225 649.350 -4024.921 -496.768 643.952 -3989.236 -595.162 640.739 -3950.542 -692.518 639.521 -3909.242 -788.847 639.843 -3866.018 -884.337 641.655 -3821.007 -978.981 644.670 -3774.603 -1072.921 648.825 -3726.925 -1166.178 653.992 -3678.147 -1258.814 660.075 -3628.405 -1350.881 667.017 -3577.784 -1442.406 674.726 -3526.395 -1533.441 683.147 -3474.312 -1624.017 692.231 -3421.597 -1714.163 701.939 -3368.300 -1803.901 712.246 -3314.455 -1893.244 723.094 -3260.127 -1982.230 734.445 -3205.356 -2070.881 746.263 -3150.182 -2159.221 758.578 -3094.585 -2247.227 771.304 -3038.645 -2334.957 784.491 -2982.328 -2422.377 798.035 -2925.721 -2509.555 811.954 -2868.816 -2596.480 826.247 -2811.617 -2683.151 848.325 -2725.325 -2812.722 0 
-351265.912 0.642 42.553 34.020 -18.523 -17.615 -61.821 -41.524 -53.297 -157.811 -63.995 -88.915 -253.964 -85.878 -124.464 -350.290 -107.104 -159.937 -446.806 -127.597 -195.328 -543.524 -147.269 -230.630 -640.461 -166.021 -265.834 -737.631 -183.737 -300.929 -835.050 -200.286 -335.905 -932.748 -215.424 -370.738 -1030.747 -228.903 -405.405 -1129.053 -240.486 -439.883 -1227.697 -249.644 -474.116 -1326.663 -255.951 -508.057 -1425.941 -258.296 -541.576 -1525.388 -255.601 -574.521 -1624.630 -245.558 -606.539 -1722.566 -224.561 -636.938 -1815.654 -185.840 -663.982 -1891.972 -118.671 -683.020 -1931.243 -23.629 -688.009 -1931.073 80.110 -680.266 -1907.272 180.943 -665.948 -1870.765 277.579 -648.624 -1826.872 370.873 -629.888 -1778.214 461.656 -610.500 -1726.412 550.643 -590.899 -1672.346 638.289 -571.349 -1616.722 725.009 -552.035 -1559.978 811.085 -533.095 -1502.459 896.752 -514.644 -1444.442 982.209 -496.785 -1386.162 1067.627 -479.610 -1327.822 1153.157 -463.210 -1269.606 1238.931 -447.673 -1211.687 1325.072 -433.094 -1154.232 1411.696 -419.571 -1097.413 1498.910 -407.212 -1041.419 1586.829 -396.151 -986.474 1675.578 -386.558 -932.770 1765.236 -378.551 -880.547 1855.902 -372.300 -830.081 1947.667 -368.004 -781.692 2040.617 -365.892 -735.754 2134.822 -366.226 -692.705 2230.328 -369.303 -653.058 2327.145 -375.458 -617.406 2425.219 -385.061 -586.419 2524.414 -398.496 -560.612 2624.458 -415.960 -540.115 2724.985 -437.281 -524.935 2825.639 -462.176 -515.145 2926.086 -490.398 -510.734 3026.022 -521.632 -511.520 3125.201 -555.469 -517.465 3223.402 -591.578 -528.786 3320.363 -629.697 -545.327 3415.931 -669.394 -567.270 3509.881 -710.310 -594.821 3601.985 -752.025 -628.378 3691.932 -794.029 -668.368 3779.366 -835.684 -715.675 3863.655 -876.097 -771.537 3943.780 -913.900 -837.917 4017.745 -946.677 -917.240 4081.533 -969.995 -1010.784 4126.246 -975.225 -1110.526 4139.272 -952.359 -1199.340 4118.726 -902.919 -1270.370 4077.011 -838.816 -1326.771 4024.414 -768.073 -1372.507 3966.008 -694.131 -1410.512 3904.266 -618.485 -1442.617 3840.430 -541.827 -1470.052 3775.198 -464.520 -1493.769 3709.018 -386.781 -1514.141 3642.111 -308.713 -1531.963 3574.728 -230.427 -1547.347 3506.954 -151.960 -1560.783 3438.915 -73.365 -1572.393 3370.664 5.339 -1582.394 3302.256 84.129 -1590.956 3233.733 162.988 -1598.178 3165.124 241.907 -1604.212 3096.456 320.874 -1609.152 3027.747 399.883 -1613.081 2959.014 478.927 -1616.065 2890.269 558.003 -1618.146 2821.522 637.106 -1619.420 2752.783 716.232 -1619.945 2684.058 795.379 -1619.779 2615.351 874.544 -1618.881 2546.671 953.728 -1617.381 2478.017 1032.925 -1615.211 2409.399 1112.138 -1612.523 2340.813 1191.362 -1609.294 2272.263 1270.597 -1605.527 2203.753 1349.844 -1598.964 2101.062 1468.731 1 
-2622080.824 0.831 530.234 -2560.327 -33.181 4.952 -2537.925 -134.655 -8.791 -2515.063 -236.068 -22.231 -2491.695 -337.409 -35.331 -2467.765 -438.668 -48.050 -2443.214 -539.831 -60.340 -2417.972 -640.881 -72.148 -2391.962 -741.798 -83.409 -2365.097 -842.558 -94.053 -2337.277 -943.130 -103.996 -2308.315 -1043.460 -113.085 -2278.028 -1143.483 -121.164 -2246.249 -1243.129 -128.080 -2212.591 -1342.247 -133.497 -2176.764 -1440.681 -137.140 -2137.995 -1538.049 -138.297 -2095.594 -1633.864 -136.267 -2048.113 -1727.006 -129.552 -1993.517 -1815.246 -115.792 -1928.611 -1892.993 -90.520 -1851.013 -1945.369 -46.543 -1769.725 -1953.216 16.152 -1699.135 -1920.593 85.249 -1640.708 -1866.511 153.076 -1590.788 -1801.900 218.686 -1546.561 -1731.599 282.585 -1506.364 -1657.867 345.298 -1469.028 -1582.029 407.273 -1433.885 -1504.801 468.819 -1400.353 -1426.727 530.200 -1368.070 -1348.153 591.613 -1336.743 -1269.350 653.228 -1306.135 -1190.540 715.195 -1276.050 -1111.911 777.646 -1246.317 -1033.632 840.703 -1216.791 -955.862 904.481 -1187.339 -878.755 969.093 -1157.843 -802.466 1034.649 -1128.186 -727.162 1101.261 -1098.254 -653.032 1169.058 -1067.925 -580.316 1238.193 -1037.093 -509.206 1308.760 -1005.646 -439.959 1380.889 -973.464 -372.878 1454.717 -940.424 -308.319 1530.388 -906.396 -246.701 1608.043 -871.250 -188.521 1687.817 -834.852 -134.366 1769.828 -797.080 -84.922 1854.151 -757.834 -40.966 1940.798 -717.087 -3.086 2029.594 -674.914 28.609 2120.133 -631.399 54.176 2211.971 -586.590 73.601 2304.690 -540.531 86.986 2397.864 -493.277 94.632 2491.089 -444.828 96.692 2583.992 -395.093 93.069 2676.165 -344.045 84.083 2767.248 -291.541 69.728 2856.800 -237.400 50.012 2944.335 -181.334 24.819 3029.204 -123.006 -5.932 3110.636 -61.864 -42.616 3187.394 2.840 -85.728 3257.568 72.167 -136.022 3317.698 147.163 -194.051 3361.440 227.180 -258.469 3376.420 304.525 -320.855 3348.731 367.355 -369.074 3281.784 413.703 -400.934 3193.856 447.967 -420.559 3096.939 473.963 -431.595 2996.078 494.217 -436.506 2893.392 510.234 -436.780 2789.828 522.992 -433.396 2685.857 533.216 -427.101 2581.734 541.212 -418.189 2477.605 547.541 -407.277 2373.549 552.308 -394.449 2269.628 555.846 -380.089 2165.857 558.250 -364.288 2062.262 559.671 -347.215 1958.851 560.224 -329.000 1855.626 559.979 -309.722 1752.592 559.038 -289.496 1649.745 557.460 -268.397 1547.080 555.303 -246.489 1444.596 552.609 -223.822 1342.289 549.410 -200.429 1240.161 545.761 -176.385 1138.199 541.700 -151.737 1036.397 537.263 -126.528 934.747 532.430 -100.727 833.265 527.275 -74.435 731.924 521.765 -47.598 630.745 515.982 -20.337 529.694 509.917 7.365 428.780 503.574 35.508 328.005 493.590 78.471 177.085 1 
-1411108.898 1.282 488.556 -4.204 1038.210 40.071 37.956 946.124 13.043 80.107 854.192 -14.517 122.250 762.435 -42.667 164.385 670.877 -71.470 206.512 579.548 -100.999 248.633 488.481 -131.337 290.749 397.717 -162.576 332.858 307.304 -194.823 374.962 217.300 -228.198 417.060 127.805 -262.925 459.150 38.935 -299.227 501.227 -49.190 -337.311 543.282 -136.318 -377.642 585.299 -222.209 -420.578 627.234 -306.265 -467.065 669.009 -387.798 -517.953 710.421 -465.273 -575.029 750.966 -535.861 -640.830 789.138 -593.018 -719.392 820.094 -621.105 -814.004 835.985 -603.491 -914.190 836.406 -548.324 -1002.384 827.966 -474.948 -1076.436 815.082 -393.167 -1140.601 799.877 -306.970 -1198.223 783.403 -218.105 -1251.295 766.298 -127.545 -1301.223 748.938 -35.785 -1348.822 731.599 56.808 -1394.795 714.482 150.016 -1439.592 697.750 243.679 -1483.581 681.545 337.671 -1527.065 665.993 431.887 -1570.299 651.213 526.239 -1613.507 637.321 620.647 -1656.888 624.434 715.032 -1700.626 612.676 809.316 -1744.895 602.176 903.417 -1789.865 593.094 997.240 -1835.714 585.628 1090.668 -1882.649 579.918 1183.585 -1930.823 576.162 1275.845 -1980.426 574.591 1367.272 -2031.658 575.465 1457.648 -2084.734 579.085 1546.703 -2139.879 585.788 1634.102 -2197.332 595.952 1719.427 -2257.328 609.994 1802.160 -2320.097 628.343 1881.676 -2385.829 651.221 1957.401 -2454.547 678.439 2029.023 -2526.031 709.689 2096.339 -2600.013 744.707 2159.100 -2676.281 783.153 2217.142 -2754.609 824.588 2270.474 -2834.739 868.661 2319.000 -2916.504 915.111 2362.387 -2999.826 963.485 2400.672 -3084.543 1013.422 2433.569 -3170.603 1064.508 2460.767 -3257.969 1116.245 2481.748 -3346.647 1168.012 2495.938 -3436.635 1218.952 2502.224 -3527.967 1267.735 2498.970 -3620.591 1311.980 2483.370 -3714.134 1347.190 2451.085 -3806.994 1364.210 2395.999 -3893.324 1351.403 2317.838 -3959.413 1308.608 2230.127 -3994.483 1248.013 2145.678 -4004.020 1178.670 2067.573 -3997.441 1104.746 1995.281 -3980.716 1028.182 1927.691 -3957.303 949.924 1863.938 -3929.134 870.496 1803.369 -3897.405 790.233 1745.423 -3862.967 709.289 1689.906 -3826.194 627.866 1636.285 -3787.701 546.015 1584.512 -3747.617 463.841 1534.239 -3706.297 381.381 1485.393 -3663.850 298.681 1437.821 -3620.434 215.774 1391.402 -3576.170 132.682 1346.069 -3531.136 49.431 1301.706 -3485.432 -33.961 1258.246 -3439.122 -117.480 1215.626 -3392.263 -201.116 1173.797 -3344.900 -284.859 1132.730 -3297.064 -368.697 1092.350 -3248.812 -452.621 1052.608 -3200.179 -536.622 1013.460 -3151.200 -620.705 974.945 -3101.861 -704.854 936.953 -3052.228 -789.074 899.545 -3002.274 -873.350 862.592 -2952.076 -957.682 826.115 -2901.624 -1042.069 790.114 -2850.924 -1168.744 736.924 -2774.459 1 
-2253733.144 1.220 382.466 18.193 381.932 -8.769 23.627 479.989 27.879 28.512 578.095 64.476 32.787 676.249 101.016 36.382 774.453 137.496 39.221 872.706 173.911 41.214 971.006 210.254 42.260 1069.349 246.520 42.244 1167.729 282.700 41.031 1266.135 318.786 38.378 1364.554 354.760 34.035 1462.960 390.604 27.769 1561.315 426.298 19.053 1659.551 461.798 7.471 1757.572 497.064 -8.071 1855.163 531.986 -28.605 1951.983 566.431 -56.339 2047.238 600.084 -94.620 2139.177 632.304 -149.474 2223.074 661.430 -229.305 2285.262 682.838 -329.884 2305.998 690.178 -431.903 2286.504 684.374 -526.793 2244.414 671.594 -615.248 2190.660 655.546 -699.070 2130.292 637.915 -779.551 2065.721 619.515 -857.684 1998.400 600.822 -934.076 1929.105 582.123 -1009.262 1858.450 563.619 -1083.598 1786.812 545.460 -1157.378 1714.484 527.772 -1230.846 1641.699 510.663 -1304.212 1568.656 494.235 -1377.660 1495.525 478.581 -1451.353 1422.461 463.798 -1525.442 1349.608 449.983 -1600.069 1277.110 437.239 -1675.371 1205.113 425.680 -1751.491 1133.780 415.443 -1828.592 1063.307 406.706 -1906.785 993.866 399.589 -1986.206 925.671 394.267 -2066.994 858.975 390.947 -2149.288 794.074 389.863 -2233.221 731.318 391.284 -2318.914 671.128 395.513 -2406.465 614.000 402.894 -2495.925 560.523 413.804 -2587.276 511.377 428.635 -2680.344 467.116 447.585 -2774.798 427.939 470.477 -2870.294 393.922 497.024 -2966.524 365.201 526.972 -3063.193 341.827 560.000 -3160.036 323.671 595.692 -3256.834 310.740 633.714 -3353.376 303.301 673.800 -3449.492 301.233 715.515 -3545.003 304.760 758.497 -3639.731 314.133 802.326 -3733.458 329.805 846.491 -3825.925 352.271 890.355 -3916.698 382.526 933.027 -4005.034 421.991 973.136 -4089.391 472.997 1008.260 -4166.373 538.723 1033.928 -4227.657 622.185 1041.365 -4259.571 717.971 1020.212 -4257.032 809.596 971.705 -4230.687 887.872 907.883 -4191.061 953.888 837.005 -4143.804 1010.550 762.663 -4091.861 1060.261 686.442 -4036.781 1104.579 609.084 -3979.472 1144.578 530.983 -3920.545 1181.107 452.376 -3860.285 1214.491 373.378 -3799.087 1245.461 294.117 -3737.053 1274.111 214.632 -3674.398 1300.898 134.984 -3611.195 1325.933 55.197 -3547.539 1349.418 -24.702 -3483.502 1371.511 -104.694 -3419.133 1392.305 -184.767 -3354.483 1411.944 -264.907 -3289.591 1430.516 -345.105 -3224.487 1448.100 -425.354 -3159.194 1464.758 -505.648 -3093.733 1480.531 -585.983 -3028.128 1495.508 -666.353 -2962.397 1509.748 -746.754 -2896.556 1523.306 -827.184 -2830.604 1536.141 -907.641 -2764.566 1548.379 -988.122 -2698.439 1559.952 -1068.626 -2632.246 1571.010 -1149.149 -2565.987 1581.531 -1229.691 -2499.668 1591.516 -1310.251 -2400.092 1605.583 -1431.120 1 
