stim_amp stim_dur min_dist x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4 x5 y5 z5 x6 y6 z6 x7 y7 z7 x8 y8 z8 x9 y9 z9 spike 
-20940.025 0.576 491.700 491.650 3.635 5.973 978.700 909.791 -513.675 1077.527 1887.335 -641.214 340.620 1829.905 234.030 -318.575 1737.955 1173.195 -771.807 2060.001 2161.184 -936.451 2954.172 2812.616 -1217.412 3084.345 1868.797 -1519.228 2597.009 869.667 -1842.424 1980.052 -113.935 0 
-1606790.963 1.326 223.486 -223.067 4.059 13.068 -755.708 -971.867 -290.631 -799.563 -1807.967 -820.383 232.642 -1397.181 -1100.007 1300.932 -1009.114 -1282.172 2403.967 -1079.388 -1534.427 3167.799 -1754.080 -1995.254 2356.770 -1621.036 -2553.114 1432.194 -973.691 -2783.233 514.379 -210.518 -2949.808 1 
-152441.839 1.780 1270.021 -20.782 4.686 -1427.284 1013.955 -7.327 -919.796 1819.663 458.965 -580.633 1154.626 1331.678 -909.993 423.700 2185.658 -1157.962 -29.926 3221.719 -1080.127 174.818 4254.099 -701.597 902.073 3878.120 -1264.107 1214.392 3102.137 -2056.039 1420.510 2267.484 -2900.691 0 
-20283.350 0.983 2084.999 -2885.616 -12.818 7.086 -2932.752 1037.995 -464.020 -2832.896 1646.740 -1239.315 -2642.985 620.031 -1710.679 -2555.878 -431.556 -2170.681 -2618.542 -1219.610 -2983.270 -2690.508 -1347.337 -4092.106 -1963.471 -735.869 -3801.933 -1267.580 -389.582 -2951.832 -577.137 -127.073 -1999.497 0 
-68113.144 1.274 151.893 337.703 4.573 49.630 -761.451 3.894 396.370 -1637.213 454.120 505.746 -1032.464 1236.560 -72.569 -430.899 1957.958 -737.948 -272.188 2773.844 -1508.919 -798.563 3601.366 -2046.645 -916.527 3620.676 -1060.547 -527.928 3284.757 -29.528 -18.907 2895.080 991.067 1 
-821008.264 1.935 1921.028 76.208 -1922.338 -99.553 215.086 -1881.061 1043.853 769.774 -1700.702 1844.738 1461.783 -1375.245 991.754 2091.845 -965.380 119.942 2866.990 -309.851 -384.724 3741.009 355.009 -172.439 3794.192 -534.894 265.650 3434.606 -1628.988 288.121 3006.930 -2752.409 201.030 0 
-79448.197 0.995 2180.905 2180.899 3.070 4.452 3274.889 -227.733 -275.344 4141.502 -672.674 -94.698 3479.089 -1080.727 746.185 2762.053 -1546.860 1516.641 2373.664 -2337.056 2230.785 2678.416 -3259.993 2784.252 3300.760 -2494.637 2900.856 3461.507 -1355.754 2837.971 3507.033 -154.009 2758.576 0 
-7444417.381 1.410 22.319 -7.498 -102.460 -24.520 8.604 938.733 469.473 -457.125 1733.233 834.838 -1329.693 1035.826 580.613 -2175.167 274.257 406.798 -3186.472 -211.810 568.834 -4193.178 -35.824 1023.350 -3885.860 695.800 425.888 -3183.570 1022.743 -426.605 -2423.287 1244.766 -1335.034 1 
-1295066.289 1.499 273.858 -6.896 -9.078 -276.066 -448.011 -1061.169 -112.082 -838.314 -1902.527 -460.515 -574.797 -1340.152 -1423.155 -207.682 -792.953 -2366.990 162.757 -694.133 -3433.885 237.781 -1248.699 -4402.306 -671.815 -1253.339 -4003.193 -1413.268 -762.379 -3271.036 -2108.626 -154.917 -2496.418 1 
-87359.377 1.464 9.706 -4.460 6.730 -5.388 -1136.750 84.293 -206.073 -2026.537 477.341 -17.882 -1340.598 1091.804 663.516 -612.753 1754.736 1259.995 -249.501 2695.395 1778.132 -600.799 3675.094 2187.755 -1126.616 2893.373 2502.567 -1171.307 1753.152 2659.882 -1096.656 558.452 2800.181 1 
